architecture,d_model,num_heads,ff_dim,num_layers,dropout_rate,epochs,batch_size,MSE,R2,MAE,MAPE,MRE,RMSE,CVRMSE,Training Time (s),Train Loss Final,Validation Loss Final,Overfit Gap,Loss Ratio
encoder,32,2,128,2,0.2,20,128,8854808.854652103,0.8265922167926615,2659.6306240802915,7.7957957597947685,7.7957957597947685,2975.703085768488,2.8379503772268797,43.818599700927734,0.0005703031783923507,0.006032847799360752,0.005462544620968401,10.578316986356233
encoder,32,2,128,2,0.2,50,64,5314382.601688379,0.8959260079803679,1871.679365264676,5.207691111755959,5.207691111755959,2305.294471794955,3.347374587407522,165.29366612434387,0.0002855166094377637,0.0036212457343935966,0.003335729124955833,12.683135112610492
encoder,32,2,128,2,0.2,50,128,3219818.5561154224,0.9369448163917745,1439.513041800824,4.019191459608025,4.019191459608025,1794.3852864185612,3.072024625982814,96.5627646446228,0.00028698425740003586,0.0021945813205093145,0.0019075970631092787,7.647044267833209
encoder,32,4,64,1,0.0,20,64,389512.46191363817,0.9923719988019176,437.52820872426275,1.400989093058361,1.400989093058361,624.1093349034592,1.9808994296492515,60.986788511276245,0.00032569310860708356,0.00026541572879068553,-6.0277379816398025e-05,0.8149258359374232
encoder,32,4,64,1,0.0,20,128,434194.55555772374,0.9914969688678934,467.7891620725199,1.4868625920863519,1.4868625920863519,658.9344091468618,2.113015869352607,35.51396155357361,0.0004131257883273065,0.00029586226446554065,-0.00011726352386176586,0.7161554006673104
encoder,32,4,64,1,0.0,50,64,393542.9041887135,0.9922930688022148,464.82659365270655,1.4688557291529736,1.4688557291529736,627.3299803043957,1.7232642514450045,131.2045819759369,0.00023014386533759534,0.0002681619953364134,3.801812999881804e-05,1.16519288899163
encoder,32,4,64,1,0.0,50,128,353643.2108327424,0.9930744427978687,407.95217597752514,1.3010564667013047,1.3010564667013047,594.6790822222877,1.8887799656461888,71.53516125679016,0.0002531367354094982,0.0002409741864539683,-1.2162548955529928e-05,0.9519526514559231
encoder,32,4,64,1,0.2,20,64,5399175.008414261,0.8942654793879947,1963.432802526272,5.579060823400589,5.579060823400589,2323.612491017868,3.168022962378339,62.55559778213501,0.000453649990959093,0.003679024986922741,0.003225374995963648,8.109831500590705
encoder,32,4,64,1,0.2,20,128,4529804.76601729,0.9112907555961064,1816.1209449764378,5.233083073122188,5.233083073122188,2128.333800421656,2.9146360307058488,36.529927253723145,0.0005495816585607827,0.003086630254983902,0.0025370485964231193,5.6163269041165185
encoder,32,4,64,1,0.2,50,64,2728943.084493904,0.9465578559008119,1349.961411607108,3.8252874050587518,3.8252874050587518,1651.9512960417155,2.6450192743124776,136.11736631393433,0.0003231483278796077,0.0018595150904729962,0.0015363667625933886,5.754370145358692
encoder,32,4,64,1,0.2,50,128,4642549.948964164,0.9090828149659874,1774.3135978960472,4.978791312509202,4.978791312509202,2154.657733600435,3.2863081126598437,76.17115378379822,0.00034816222614608705,0.0031634559854865074,0.0028152937593404204,9.086155096443857
encoder,32,4,64,2,0.0,20,64,420185.0088565475,0.9917713242466561,476.29721921200905,1.485075680712566,1.485075680712566,648.2167915570743,1.848567373552374,73.41271233558655,0.00031719382968731225,0.0002863161498680711,-3.0877679819241166e-05,0.9026535924432068
encoder,32,4,64,2,0.0,20,128,452296.8028430687,0.991142464256405,497.3136981531609,1.6199139551287118,1.6199139551287118,672.5301501368313,2.0465933776238496,42.43385148048401,0.0003525326610542834,0.00030819722451269627,-4.4335436541587114e-05,0.8742373645352528
encoder,32,4,64,2,0.0,50,64,262604.52802664205,0.9948572950796803,355.0488720479535,1.1164289651985362,1.1164289651985362,512.4495370537884,1.604908824241573,156.7486057281494,0.00021490163635462523,0.00017893995391204953,-3.596168244257569e-05,0.8326598017000083
encoder,32,4,64,2,0.0,50,128,298825.92854539165,0.9941479547797685,384.994520765395,1.223785978857287,1.223785978857287,546.6497311308144,1.7552057572854856,85.99889945983887,0.00024832916096784174,0.00020362144277896732,-4.4707718188874424e-05,0.8199658952068701
encoder,32,4,64,2,0.2,20,64,9133469.932137167,0.8211350690996917,2621.679822067036,7.486901430704296,7.486901430704296,3022.1631213647565,3.3836848479374404,73.15410685539246,0.0003983934875577688,0.006223591044545174,0.005825197556987405,15.621718825518515
encoder,32,4,64,2,0.2,20,128,8917477.693413345,0.8253649441790855,2659.863253074602,7.747595994688362,7.747595994688362,2986.21460940324,2.9958671980326232,44.47180509567261,0.0005308309337124228,0.006076411809772253,0.00554558087605983,11.446981371782949
encoder,32,4,64,2,0.2,50,64,3857032.9042269946,0.9244659555436509,1600.660507033746,4.48819558505503,4.48819558505503,1963.9330192822244,2.863300194126897,173.91997957229614,0.00027322227833792567,0.0026282002218067646,0.002354977943468839,9.619274964672407
encoder,32,4,64,2,0.2,50,128,4074733.282335331,0.9202026291872234,1644.6169526107005,4.6065064203828365,4.6065064203828365,2018.5968597853637,3.0430944072774224,97.10836124420166,0.00033869422622956336,0.0027765431441366673,0.002437848917907104,8.197787057210581
encoder,32,4,128,1,0.0,20,64,436749.49770218757,0.9914469342640112,493.98507119282885,1.521610851135837,1.521610851135837,660.8702578435403,1.8451675350667527,59.321457624435425,0.0003123627684544772,0.0002976031682919711,-1.4759600162506104e-05,0.9527485294245075
encoder,32,4,128,1,0.0,20,128,422404.94475492503,0.9917278502237474,488.12735961914524,1.6116683470925035,1.6116683470925035,649.9268764675954,2.0268297602912266,32.87619352340698,0.00033506707404740155,0.0002880198007915169,-4.704727325588465e-05,0.8595884916784484
encoder,32,4,128,1,0.0,50,64,271292.1037906348,0.9946871622987916,358.91503940853886,1.152012123777979,1.152012123777979,520.8570857640652,1.6674096153709503,128.7270348072052,0.00021770974854007363,0.00018485977489035577,-3.284997364971787e-05,0.849111149730297
encoder,32,4,128,1,0.0,50,128,279851.77358443354,0.9945195343591835,366.1083286532555,1.1647349515251226,1.1647349515251226,529.0101828740478,1.6993373942302585,70.09533596038818,0.0002359093923587352,0.00019069221161771566,-4.521718074101955e-05,0.8083281878312835
encoder,32,4,128,1,0.2,20,64,4417044.725958244,0.9134989871798674,1825.9686832531656,5.268666159128479,5.268666159128479,2101.6766463845584,2.6602173862944505,59.36081123352051,0.000409301690524444,0.0030097952112555504,0.0026004935207311064,7.353488345965681
encoder,32,4,128,1,0.2,20,128,6016407.26807969,0.882177936943032,2114.8660279513474,6.081457305873818,6.081457305873818,2452.836575901397,2.921694122107072,34.55970048904419,0.000500570225995034,0.0041001951321959496,0.0035996249062009156,8.191048766525372
encoder,32,4,128,1,0.2,50,64,6257213.25980686,0.8774621227573294,2102.9420827751633,5.923649784639629,5.923649784639629,2501.4422359524633,3.3334007771782406,132.51920104026794,0.00028125918470323086,0.00426369346678257,0.003982434282079339,15.159303939821143
encoder,32,4,128,1,0.2,50,128,3896633.257900804,0.9236904436542899,1661.5254939746983,4.72185089914411,4.72185089914411,1973.9891737040514,3.3217048439789973,74.42036294937134,0.000305068475427106,0.002655750373378396,0.00235068189795129,8.70542382217716
encoder,32,4,128,2,0.0,20,64,403447.45265937503,0.9920991034866264,473.24429384416356,1.510052770798514,1.510052770798514,635.1751354228021,1.869073126423406,70.80555129051208,0.0002942020364571363,0.00027491102810017765,-1.9291008356958628e-05,0.9344293853663749
encoder,32,4,128,2,0.0,20,128,463722.4494047488,0.990918710579223,494.2516446302683,1.5744475190751668,1.5744475190751668,680.9716950099679,2.073996015925191,41.068867921829224,0.0003780241240747273,0.000316025223582983,-6.199890049174428e-05,0.8359922117576591
encoder,32,4,128,2,0.0,50,64,253679.63133519134,0.9950320754251427,347.7756388877246,1.1073431878018343,1.1073431878018343,503.666190383265,1.5785870150677945,164.41932439804077,0.0001935707259690389,0.00017285853391513228,-2.071219205390662e-05,0.8929993574688588
encoder,32,4,128,2,0.0,50,128,305792.8768479123,0.9940115178356524,395.6861862243821,1.2554295065897705,1.2554295065897705,552.9854219126507,1.7338093082734023,87.53187680244446,0.0002169941581087187,0.0002083629951812327,-8.631162927486002e-06,0.9602239848173165
encoder,32,4,128,2,0.2,20,64,4020714.168651045,0.9212605102672758,1644.5807836734211,4.636865131256453,4.636865131256453,2005.1718551413603,3.643127586374253,74.93455386161804,0.00037638487992808223,0.002739732852205634,0.002363347972277552,7.279072561918876
encoder,32,4,128,2,0.2,20,128,8661933.002777798,0.8303693930656624,2577.881086013388,7.428550404263811,7.428550404263811,2943.1162061287687,3.302876882889813,44.96082901954651,0.0005333406152203679,0.005901464726775885,0.005368124111555517,11.065095285003736
encoder,32,4,128,2,0.2,50,64,5122220.0552892005,0.89968921526508,1861.5220734382372,5.198426654479615,5.198426654479615,2263.232214177149,3.430497813260002,169.97210597991943,0.00026474572950974107,0.0034903064370155334,0.0032255607075057924,13.183617516622155
encoder,32,4,128,2,0.2,50,128,4888774.312304422,0.9042608903237587,1885.919642408492,5.373295401306194,5.373295401306194,2211.05728381343,3.0397163067632635,95.78294610977173,0.0003029248910024762,0.003331828862428665,0.003028903971426189,10.998861306519146
encoder,64,2,64,1,0.0,20,64,442077.23112737766,0.9913425988166914,486.6980838264873,1.5792250391478297,1.5792250391478297,664.8888863015967,1.9847549505543225,64.6141197681427,0.0003207025583833456,0.0003012334636878222,-1.946909469552338e-05,0.9392923623881685
encoder,64,2,64,1,0.0,20,128,601075.7827495532,0.9882288572529202,591.3780601464983,1.8864396965125114,1.8864396965125114,775.2907730326431,2.1587492960495003,37.28702473640442,0.0004652737407013774,0.0004104667459614575,-5.48069947399199e-05,0.8822048399780718
encoder,64,2,64,1,0.0,50,64,421154.768984059,0.9917523329892823,504.17560072898715,1.6146326148825008,1.6146326148825008,648.9643819070959,1.6619007803359473,130.69319486618042,0.00021372971241362393,0.0002869768359232694,7.324712350964546e-05,1.3427091286582222
encoder,64,2,64,1,0.0,50,128,359080.60152123135,0.9929679598820655,429.7364736636557,1.3488795306169301,1.3488795306169301,599.2333448008642,1.7520963131137575,70.89094972610474,0.00026915970374830067,0.00024404260329902172,-2.511710044927895e-05,0.9066832809685111
encoder,64,2,64,1,0.2,20,64,3330193.920062229,0.9347832850140911,1622.0901027107172,4.807068432529335,4.807068432529335,1824.8818920856847,2.225952332128653,64.86084151268005,0.0004651360504794866,0.002269210061058402,0.0018040740105789155,4.878594249401184
encoder,64,2,64,1,0.2,20,128,1168239.940421201,0.977121821413877,883.2352471928654,2.9528612564165764,2.9528612564165764,1080.85148860572,2.8045749067182224,39.945873975753784,0.0007653717184439301,0.0007952023297548294,2.9830611310899258e-05,1.0389753247893032
encoder,64,2,64,1,0.2,50,64,2031856.2640778415,0.9602092268355886,1165.9464676970224,3.3706496999722098,3.3706496999722098,1425.4319570143787,2.528157326381545,141.7953701019287,0.0003544171922840178,0.0013845165958628058,0.001030099403578788,3.9064600307349133
encoder,64,2,64,1,0.2,50,128,1879207.2728340472,0.9631986220461375,1108.8713642974776,3.18508688515529,3.18508688515529,1370.841811747091,2.4190093377753565,77.97141885757446,0.0003685561241582036,0.0012807646999135613,0.0009122085757553577,3.475087282402042
encoder,64,2,64,2,0.0,20,64,309881.5070386728,0.9939314483153079,387.96817619719235,1.2452295796749122,1.2452295796749122,556.6700162921233,1.8168886780137914,73.22379755973816,0.0003087003424298018,0.00021115473646204919,-9.754560596775264e-05,0.6840119929898217
encoder,64,2,64,2,0.0,20,128,533014.5077859232,0.989561732417979,556.9315807232693,1.7432486333111556,1.7432486333111556,730.0784257776169,2.085151066536773,40.24840331077576,0.00033797972719185054,0.00036274781450629234,2.47680873144418e-05,1.0732827602419552
encoder,64,2,64,2,0.0,50,64,381409.2252230081,0.9925306882027157,480.08373700533417,1.573471842732755,1.573471842732755,617.5833751187025,1.6592577512496824,156.0404884815216,0.00021047945483587682,0.0002598940918687731,4.941463703289628e-05,1.2347717836471392
encoder,64,2,64,2,0.0,50,128,607918.944934171,0.9880948444691277,630.0109375895457,1.9898376216574007,1.9898376216574007,779.691570388042,1.8153740504321416,87.22348666191101,0.00027338063227944076,0.0004145929415244609,0.00014121230924502015,1.5165410148758363
encoder,64,2,64,2,0.2,20,64,3197345.6176185617,0.937384914253949,1421.8344882660974,3.9759782821115133,3.9759782821115133,1788.1123056504482,2.7878850223070084,76.12893962860107,0.00041611865162849426,0.002178687835112214,0.0017625691834837198,5.235737034583397
encoder,64,2,64,2,0.2,20,128,2325625.5907019204,0.9544562073700775,1287.6745380366401,3.7663328987806386,3.7663328987806386,1525.0001936727485,2.2699012935541,47.088000535964966,0.0005494417855516076,0.0015869304770603776,0.00103748869150877,2.888259536844639
encoder,64,2,64,2,0.2,50,64,1772781.4441353346,0.9652828078635368,1026.0763762409144,2.8877329031562295,2.8877329031562295,1331.4583899376407,2.898084190998817,162.0948827266693,0.00029227486811578274,0.0012079817242920399,0.0009157068561762571,4.1330331686729425
encoder,64,2,64,2,0.2,50,128,4760496.292502949,0.9067730176223975,1834.1833051051308,5.202891079904968,5.202891079904968,2181.8561576105217,2.808394472952728,91.46783232688904,0.00033840895048342645,0.0032439217902719975,0.002905512839788571,9.58580376091698
encoder,64,2,128,1,0.0,20,64,650258.861114675,0.9872656824706517,615.1855747443725,1.868032827155234,1.868032827155234,806.3862976977442,2.042196787017292,60.434134006500244,0.00035033602034673095,0.0004430895787663758,9.275355841964483e-05,1.2647559857757296
encoder,64,2,128,1,0.0,20,128,552621.9678769754,0.9891777505337253,562.6884287124442,1.806998594569972,1.806998594569972,743.3854773110485,2.4159317064107038,38.11166572570801,0.00047546098357997835,0.0003766854642890394,-9.877551929093897e-05,0.7922531549335347
encoder,64,2,128,1,0.0,50,64,350935.0999524502,0.9931274769753581,436.25310833556387,1.3685926306271627,1.3685926306271627,592.3977548509533,1.653120336326357,124.98497343063354,0.00021400360856205225,0.00023912879987619817,2.5125191314145923e-05,1.1174054563050073
encoder,64,2,128,1,0.0,50,128,326408.3075484586,0.9936077964006303,401.27891921242036,1.2838477400946495,1.2838477400946495,571.3215447963245,1.8613040650031256,69.37353897094727,0.00026501165120862424,0.00022257633099798113,-4.243532021064311e-05,0.8398737564287809
encoder,64,2,128,1,0.2,20,64,3079735.3727445705,0.9396881296232289,1467.022425804702,4.202239794237601,4.202239794237601,1754.9174831725195,2.4455689736449817,65.48331117630005,0.00041408013203181326,0.0020985461305826902,0.001684465998550877,5.067971071892582
encoder,64,2,128,1,0.2,20,128,4583852.502092237,0.9102323139906495,1709.5358019192263,4.780089905138022,4.780089905138022,2140.9933447099356,3.441439268098963,37.19558238983154,0.0006294521735981107,0.0031196412164717913,0.0024901890428736806,4.956121127740523
encoder,64,2,128,1,0.2,50,64,3452600.015807575,0.9323861502974999,1503.9602676298932,4.211270506892405,4.211270506892405,1858.1173310121121,2.755385749241667,135.48225831985474,0.0002918241370934993,0.0023526179138571024,0.002060793776763603,8.0617660255544
encoder,64,2,128,1,0.2,50,128,1350120.8487019616,0.9735599641642839,903.7867647521339,2.6065585055316602,2.6065585055316602,1161.9470076995601,2.678584172276633,99.62282943725586,0.0003383401199243963,0.0009209374547936022,0.000582597334869206,2.721928026151289
encoder,64,2,128,2,0.0,20,64,380441.46235274617,0.9925496403468848,454.68726822110085,1.4931093748680644,1.4931093748680644,616.7993696111777,1.8676500854337217,76.95311403274536,0.00031481514452025294,0.00025923471548594534,-5.55804290343076e-05,0.8234505867911576
encoder,64,2,128,2,0.0,20,128,484104.5573836993,0.9905195584100753,513.552168276824,1.6504895493730458,1.6504895493730458,695.7762265151773,2.159980653710919,46.35020875930786,0.00045471967314369977,0.000329288566717878,-0.00012543110642582178,0.7241572911093661
encoder,64,2,128,2,0.0,50,64,251032.9291968272,0.9950839070070726,347.42595361183857,1.1246483194866455,1.1246483194866455,501.0318644525787,1.6155565365429312,152.94199633598328,0.00019987230189144611,0.0001710550714051351,-2.881723048631102e-05,0.855821791145618
encoder,64,2,128,2,0.0,50,128,427018.003538727,0.9916375105777274,487.2722632480212,1.5804474306589882,1.5804474306589882,653.4661456714701,1.8439574765118993,83.48089218139648,0.00025707061286084354,0.00029099162202328444,3.3921009162440896e-05,1.1319521075744385
encoder,64,2,128,2,0.2,20,64,2941443.5339276018,0.9423963621326544,1411.0788118085698,4.011252810656049,4.011252810656049,1715.0637113319149,3.080379295416601,79.57571148872375,0.0004183523415122181,0.0020043139811605215,0.0015859616396483034,4.790971108027096
encoder,64,2,128,2,0.2,20,128,6302557.661040093,0.8765741225500084,2049.6325431815635,5.721763221427927,5.721763221427927,2510.4895261761385,3.760405024140541,48.05680513381958,0.0005705429939553142,0.004297977779060602,0.003727434785105288,7.533135670047728
encoder,64,2,128,2,0.2,50,64,4505598.552701974,0.9117647969740461,1768.9567247180007,4.962402042138245,4.962402042138245,2122.6395249080742,2.9739853150617956,166.28943848609924,0.0002540824643801898,0.003070136299356818,0.0028160538349766284,12.083227808916787
encoder,64,2,128,2,0.2,50,128,4747382.921103517,0.9070298227891804,1836.960899727356,5.1972959412148,5.1972959412148,2178.8489899723468,3.020724013873246,96.13827323913574,0.0003233532188460231,0.003233457449823618,0.002910104230977595,9.99976886379273
encoder,64,4,64,1,0.0,20,64,404028.06560045463,0.9920877330770934,457.1087450608668,1.47110640620726,1.47110640620726,635.6320205908877,2.0963100208512038,65.346431016922,0.00034953371505253017,0.000275306636467576,-7.422707858495414e-05,0.7876397171763565
encoder,64,4,64,1,0.0,20,128,713448.7796993301,0.9860282053118918,681.0714642768418,2.2716440726354237,2.2716440726354237,844.6589724257536,2.220331653973533,38.42270565032959,0.0004587719449773431,0.0004881942877545953,2.9422342777252197e-05,1.0641328291744283
encoder,64,4,64,1,0.0,50,64,373744.8323351866,0.9926807835240403,433.1703501743481,1.3916090730114916,1.3916090730114916,611.3467365866825,1.7708698663417257,131.48850440979004,0.0002400540979579091,0.00025467152590863407,1.461742795072496e-05,1.0608922241905987
encoder,64,4,64,1,0.0,50,128,452850.81548061577,0.9911316147728166,522.3400402817043,1.6434015751453634,1.6434015751453634,672.9419109259103,1.7341773399844593,71.49967980384827,0.0002563211601227522,0.00030890287598595023,5.258171586319804e-05,1.2051399729855181
encoder,64,4,64,1,0.2,20,64,1234913.5024549635,0.9758161224676217,963.2986344434113,3.0217937002643405,3.0217937002643405,1111.2666207778238,1.9711114832467513,64.69331383705139,0.0004608793824445456,0.0008414757903665304,0.0003805964079219848,1.8258048036413936
encoder,64,4,64,1,0.2,20,128,1658617.8546300286,0.9675185257998655,1138.379205075816,3.6097184350410663,3.6097184350410663,1287.873384549129,2.1182487014072993,38.59694981575012,0.0006122585036791861,0.0011323669459670782,0.0005201084422878921,1.8494915777607897
encoder,64,4,64,1,0.2,50,64,1813258.0979470848,0.9644901349866447,1062.187355814204,2.997551498637101,2.997551498637101,1346.5727228586968,2.698418584675912,140.34739899635315,0.00032602972351014614,0.0012355624930933118,0.0009095327695831656,3.7897234638327713
encoder,64,4,64,1,0.2,50,128,2360241.7854233882,0.9537783025515483,1217.4453320429018,3.4153243573243763,3.4153243573243763,1536.3078420106397,2.732845969150831,76.28872847557068,0.00032352670677937567,0.001608845661394298,0.0012853189546149224,4.972837257888039
encoder,64,4,64,2,0.0,20,64,391504.8142159289,0.992332981652956,442.32740746187295,1.41811544019117,1.41811544019117,625.7034554930385,1.9703490310700584,69.28925561904907,0.00032073172042146325,0.0002667732478585094,-5.395847256295383e-05,0.8317644650424699
encoder,64,4,64,2,0.0,20,128,471533.28157844016,0.9907657474701963,510.6246782951731,1.697947326100305,1.697947326100305,686.6828100210753,2.101733764593929,43.150474071502686,0.0004251961945556104,0.0003213235177099705,-0.00010387267684563994,0.7557064757971284
encoder,64,4,64,2,0.0,50,64,305757.0592068553,0.9940122192689456,389.0998449307085,1.2430842702134084,1.2430842702134084,552.9530352632629,1.719576257675139,162.20717453956604,0.00020344536460470408,0.00020834426686633378,4.898902261629701e-06,1.0240796946696147
encoder,64,4,64,2,0.0,50,128,353582.17513833265,0.9930756380878675,423.0703260762387,1.3196606262619133,1.3196606262619133,594.6277618294765,1.8663588090788514,92.24333691596985,0.00024287305132020265,0.00024107261560857296,-1.8004357116296887e-06,0.9925869267840012
encoder,64,4,64,2,0.2,20,64,1927915.607195724,0.9622447443934378,1054.4975160638326,2.955275264438387,2.955275264438387,1388.4940068994622,2.759088098864349,74.87672805786133,0.0004689298220910132,0.001313690678216517,0.0008447608561255038,2.8014654140754276
